#chromosome	start	end	gene_name
CP000393.1	4479399	4479650	Tery_2876
CP000393.1	4484081	4485901	Tery_2878
CP000393.1	4486042	4486311	Tery_2879
CP000393.1	4490874	4491221	Tery_2883
CP000393.1	4500832	4501056	Tery_2891
CP000393.1	4502357	4502479	Tery_2893
CP000393.1	4502936	4503349	Tery_2895
CP000393.1	4504076	4504615	Tery_2897
CP000393.1	4507368	4507715	Tery_2899
CP000393.1	4508879	4509457	Tery_2900
CP000393.1	4510029	4510775	Tery_2901
CP000393.1	4512422	4513705	Tery_2903
CP000393.1	4514600	4516228	Tery_2904
CP000393.1	4516986	4517459	Tery_2905
CP000393.1	4527310	4528077	Tery_2914
CP000393.1	4535777	4537462	Tery_2921
CP000393.1	4537568	4538155	Tery_2922
CP000393.1	4540901	4541977	Tery_2924
CP000393.1	4543239	4544114	Tery_2925
CP000393.1	4551680	4551967	Tery_2930
CP000393.1	4553375	4554217	Tery_2931
CP000393.1	4554629	4555132	Tery_2932
CP000393.1	4555499	4556641	Tery_2933
CP000393.1	4559674	4563921	Tery_2937
CP000393.1	4564109	4566127	Tery_2938
CP000393.1	4566590	4569898	Tery_2939
CP000393.1	4571090	4571911	Tery_2940
CP000393.1	4572252	4572590	Tery_2941
CP000393.1	4576166	4577068	Tery_2944
CP000393.1	4577714	4578703	Tery_2945
CP000393.1	4578905	4581265	Tery_2946
CP000393.1	4591987	4592442	Tery_2955
CP000393.1	4592699	4593613	Tery_2956
CP000393.1	4593896	4594963	Tery_2957
CP000393.1	4595361	4595495	Tery_2958
CP000393.1	4596040	4596972	Tery_2959
CP000393.1	4598528	4601408	Tery_R0026
CP000393.1	4601587	4601659	Tery_R0027
CP000393.1	4601671	4601747	Tery_R0028
CP000393.1	4601878	4603359	Tery_R0029
CP000393.1	4606542	4607075	Tery_2963
CP000393.1	4612247	4613284	Tery_2966
CP000393.1	4614194	4614649	Tery_2967
CP000393.1	4614966	4618961	Tery_2968
CP000393.1	4619069	4620061	Tery_2969
CP000393.1	4620565	4621650	Tery_2970
CP000393.1	4621711	4622796	Tery_2971
CP000393.1	4622978	4624078	Tery_2972
CP000393.1	4624227	4625204	Tery_2973
CP000393.1	4625247	4626683	Tery_2974
CP000393.1	4627682	4629046	Tery_2975
CP000393.1	4629834	4630664	Tery_2976
CP000393.1	4631340	4632689	Tery_2977
CP000393.1	4637845	4638954	Tery_2982
CP000393.1	4640199	4640471	Tery_2983
CP000393.1	4640787	4641197	Tery_2984
CP000393.1	4641197	4641652	Tery_2985
CP000393.1	4642259	4643077	Tery_2986
CP000393.1	4643190	4643540	Tery_2987
CP000393.1	4643691	4644656	Tery_2988
CP000393.1	4644681	4645076	Tery_2989
CP000393.1	4645837	4646220	Tery_2990
CP000393.1	4646309	4646422	Tery_2991
CP000393.1	4646533	4646757	Tery_2992
CP000393.1	4646985	4647560	Tery_2993
CP000393.1	4647560	4648900	Tery_2994
CP000393.1	4649017	4649502	Tery_2995
CP000393.1	4649758	4650291	Tery_2996
CP000393.1	4650442	4650804	Tery_2997
CP000393.1	4650808	4651347	Tery_2998
CP000393.1	4651572	4651973	Tery_2999
CP000393.1	4652002	4652547	Tery_3000
CP000393.1	4652647	4653015	Tery_3001
CP000393.1	4653015	4653383	Tery_3002
CP000393.1	4653504	4653755	Tery_3003
CP000393.1	4653896	4654144	Tery_3004
CP000393.1	4654148	4654561	Tery_3005
CP000393.1	4654735	4655463	Tery_3006
CP000393.1	4655520	4655879	Tery_3007
CP000393.1	4656018	4656293	Tery_3008
CP000393.1	4656467	4657330	Tery_3009
CP000393.1	4657397	4657702	Tery_3010
CP000393.1	4657692	4658330	Tery_3011
CP000393.1	4658353	4659036	Tery_3012
CP000393.1	4665302	4667113	Tery_3016
CP000393.1	4669023	4669628	Tery_3018
CP000393.1	4670397	4671083	Tery_3019
CP000393.1	4674732	4675418	Tery_3024
CP000393.1	4678501	4678791	Tery_3029
CP000393.1	4685893	4686351	Tery_3035
CP000393.1	4686645	4687367	Tery_3036
CP000393.1	4687980	4688210	Tery_3037
CP000393.1	4688863	4689375	Tery_3038
CP000393.1	4708723	4709409	Tery_3050
CP000393.1	4709746	4710918	Tery_3051
CP000393.1	4711163	4711555	Tery_3052
CP000393.1	4712276	4713025	Tery_3053
CP000393.1	4715752	4716162	Tery_3055
CP000393.1	4716239	4716598	Tery_3056
CP000393.1	4723643	4724131	Tery_3065
CP000393.1	4724659	4726017	Tery_3066
CP000393.1	4726162	4726524	Tery_3067
CP000393.1	4726584	4726895	Tery_3068
CP000393.1	4729568	4729690	Tery_3072
CP000393.1	4741371	4741469	Tery_3086
CP000393.1	4742285	4742875	Tery_3089
CP000393.1	4746357	4746590	Tery_3095
CP000393.1	4747353	4747733	Tery_3096
CP000393.1	4748804	4749043	Tery_3097
CP000393.1	4763040	4763267	Tery_3111
CP000393.1	4763264	4763446	Tery_3112
CP000393.1	4763463	4763576	Tery_3113
CP000393.1	4774821	4776155	Tery_3119
CP000393.1	4777278	4778384	Tery_3121
CP000393.1	4778563	4779531	Tery_3122
CP000393.1	4779572	4780357	Tery_3123
CP000393.1	4780564	4781691	Tery_3124
CP000393.1	4781715	4782821	Tery_3125
CP000393.1	4793980	4794276	Tery_3137
CP000393.1	4795204	4796496	Tery_3140
CP000393.1	4797198	4797383	Tery_3141
CP000393.1	4798051	4798185	Tery_3142
CP000393.1	4802150	4802965	Tery_3145
CP000393.1	4802958	4803362	Tery_3146
CP000393.1	4803403	4804665	Tery_3147
CP000393.1	4804738	4806717	Tery_3148
CP000393.1	4806789	4807400	Tery_3149
CP000393.1	4807381	4808442	Tery_3150
CP000393.1	4808487	4810391	Tery_3151
CP000393.1	4810705	4811034	Tery_3152
CP000393.1	4812963	4813033	Tery_R0030
CP000393.1	4813106	4816624	Tery_3155
CP000393.1	4820301	4822412	Tery_3157
CP000393.1	4823098	4824900	Tery_3158
CP000393.1	4824904	4825479	Tery_3159
CP000393.1	4826057	4826836	Tery_3160
CP000393.1	4827852	4828892	Tery_3161
CP000393.1	4835143	4836300	Tery_3167
CP000393.1	4836721	4836969	Tery_3168
CP000393.1	4837154	4838047	Tery_3169
CP000393.1	4838318	4839355	Tery_3170
CP000393.1	4839782	4841212	Tery_3171
CP000393.1	4845808	4846593	Tery_3173
CP000393.1	4846872	4846955	Tery_R0031
CP000393.1	4847767	4848852	Tery_3174
CP000393.1	4854323	4855660	Tery_3179
CP000393.1	4857113	4858342	Tery_3180
CP000393.1	4864218	4864865	Tery_3183
CP000393.1	4866532	4867038	Tery_3185
CP000393.1	4869558	4872089	Tery_3188
CP000393.1	4874834	4875961	Tery_3191
CP000393.1	4876981	4880268	Tery_3192
CP000393.1	4894253	4894786	Tery_3201
CP000393.1	4896943	4897173	Tery_3203
CP000393.1	4906362	4906925	Tery_3209
CP000393.1	4907277	4908824	Tery_3210
CP000393.1	4924188	4925303	Tery_3218
CP000393.1	4926405	4926776	Tery_3220
CP000393.1	4927313	4927558	Tery_3221
CP000393.1	4928195	4929331	Tery_3222
CP000393.1	4932298	4936287	Tery_3224
CP000393.1	4937986	4938924	Tery_3225
CP000393.1	4940563	4940898	Tery_3227
CP000393.1	4945576	4946556	Tery_3230
CP000393.1	4946700	4947848	Tery_3231
CP000393.1	4947996	4949144	Tery_3232
CP000393.1	4953926	4954645	Tery_3236
CP000393.1	4954707	4955846	Tery_3237
CP000393.1	4955862	4957973	Tery_3238
CP000393.1	4958128	4960995	Tery_3239
CP000393.1	4962813	4963391	Tery_3240
CP000393.1	4964016	4965701	Tery_3241
CP000393.1	4966377	4966664	Tery_3242
CP000393.1	4966841	4967251	Tery_3243
CP000393.1	4968019	4971612	Tery_3244
CP000393.1	4977493	4980810	Tery_3246
CP000393.1	4980978	4981496	Tery_3247
CP000393.1	4981509	4981874	Tery_3248
CP000393.1	4982580	4983797	Tery_3249
CP000393.1	4986242	4987276	Tery_3251
CP000393.1	4988286	4988864	Tery_3252
CP000393.1	4991854	4992558	Tery_3254
CP000393.1	4997785	4998891	Tery_3259
CP000393.1	4998864	5000168	Tery_3260
CP000393.1	5008408	5010945	Tery_3265
CP000393.1	5011083	5015132	Tery_3266
CP000393.1	5016071	5016322	Tery_3267
CP000393.1	5019344	5019673	Tery_3271
CP000393.1	5020859	5022115	Tery_3273
CP000393.1	5022189	5023211	Tery_3274
CP000393.1	5024023	5025174	Tery_3275
CP000393.1	5026980	5027939	Tery_3276
CP000393.1	5028950	5030623	Tery_3277
CP000393.1	5036534	5037580	Tery_3281
CP000393.1	5041433	5042443	Tery_3284
CP000393.1	5042852	5043283	Tery_3286
CP000393.1	5043365	5043718	Tery_3287
CP000393.1	5050039	5050533	Tery_3292
CP000393.1	5050838	5052073	Tery_3293
CP000393.1	5052127	5053260	Tery_3294
CP000393.1	5053846	5054205	Tery_3295
CP000393.1	5055023	5057077	Tery_3296
CP000393.1	5062119	5064692	Tery_3301
CP000393.1	5064988	5066241	Tery_3302
CP000393.1	5066444	5066794	Tery_3303
CP000393.1	5073506	5075638	Tery_3307
CP000393.1	5083976	5087698	Tery_3314
CP000393.1	5088134	5089090	Tery_3315
CP000393.1	5100035	5101573	Tery_3325
CP000393.1	5120787	5121026	Tery_3338
CP000393.1	5121072	5121512	Tery_3339
CP000393.1	5123128	5123364	Tery_3340
CP000393.1	5123596	5123823	Tery_3341
CP000393.1	5124169	5126037	Tery_3342
CP000393.1	5126976	5127344	Tery_3343
CP000393.1	5128019	5128288	Tery_3344
CP000393.1	5128555	5130444	Tery_3345
CP000393.1	5140081	5142144	Tery_3351
CP000393.1	5142563	5143429	Tery_3352
CP000393.1	5146012	5147667	Tery_3355
CP000393.1	5151622	5151693	Tery_R0032
CP000393.1	5152432	5153325	Tery_3358
CP000393.1	5158360	5158881	Tery_3360
CP000393.1	5159222	5159455	Tery_3362
CP000393.1	5159483	5159773	Tery_3363
CP000393.1	5160194	5161171	Tery_3364
CP000393.1	5161453	5161782	Tery_3365
CP000393.1	5161799	5162062	Tery_3366
CP000393.1	5162136	5162609	Tery_3367
CP000393.1	5163224	5164828	Tery_3368
CP000393.1	5165518	5166480	Tery_3369
CP000393.1	5168831	5170021	Tery_3371
CP000393.1	5170315	5170887	Tery_3372
CP000393.1	5171618	5172202	Tery_3373
CP000393.1	5173187	5174044	Tery_3374
CP000393.1	5174320	5174730	Tery_3375
CP000393.1	5184694	5184897	Tery_3381
CP000393.1	5191797	5192096	Tery_3387
CP000393.1	5192204	5192824	Tery_3388
CP000393.1	5193251	5193478	Tery_3389
CP000393.1	5195561	5196652	Tery_3391
CP000393.1	5198881	5199489	Tery_3393
CP000393.1	5199678	5201405	Tery_3394
CP000393.1	5201657	5202055	Tery_3395
CP000393.1	5202425	5203063	Tery_3396
CP000393.1	5204319	5205416	Tery_3398
CP000393.1	5205556	5206647	Tery_3399
CP000393.1	5206814	5208517	Tery_3400
CP000393.1	5213167	5213691	Tery_3404
CP000393.1	5220296	5220664	Tery_3410
CP000393.1	5228485	5228988	Tery_3415
CP000393.1	5229829	5231175	Tery_3417
CP000393.1	5232414	5233184	Tery_3418
CP000393.1	5236560	5237315	Tery_3422
CP000393.1	5244696	5244947	Tery_3427
CP000393.1	5250054	5250512	Tery_3431
CP000393.1	5250688	5251251	Tery_3432
CP000393.1	5254572	5256005	Tery_3436
CP000393.1	5256465	5256788	Tery_3437
CP000393.1	5260646	5260837	Tery_3440
CP000393.1	5260963	5263698	Tery_3441
CP000393.1	5264342	5265040	Tery_3442
CP000393.1	5273214	5274002	Tery_3449
CP000393.1	5274681	5275751	Tery_3450
CP000393.1	5275996	5276295	Tery_3451
CP000393.1	5278531	5279334	Tery_3453
CP000393.1	5279739	5280767	Tery_3454
CP000393.1	5281815	5282210	Tery_3456
CP000393.1	5284819	5285067	Tery_3458
CP000393.1	5285155	5294736	Tery_3459
CP000393.1	5294786	5295823	Tery_3460
CP000393.1	5305023	5305634	Tery_3464
CP000393.1	5305872	5306795	Tery_3465
CP000393.1	5314909	5344512	Tery_3470
CP000393.1	5353427	5354902	Tery_3476
CP000393.1	5356961	5357203	Tery_3478
CP000393.1	5357567	5358226	Tery_3479
CP000393.1	5358455	5358853	Tery_3480
CP000393.1	5359218	5360024	Tery_3481
CP000393.1	5366349	5367179	Tery_3486
CP000393.1	5379592	5382309	Tery_3490
CP000393.1	5382588	5383016	Tery_3491
CP000393.1	5383438	5383896	Tery_3492
CP000393.1	5384892	5385815	Tery_3493
CP000393.1	5389536	5390171	Tery_3496
CP000393.1	5395593	5400188	Tery_3498
CP000393.1	5400781	5401284	Tery_3499
CP000393.1	5401277	5401999	Tery_3500
CP000393.1	5401990	5402397	Tery_3501
CP000393.1	5419224	5419640	Tery_3515
CP000393.1	5419868	5420236	Tery_3516
CP000393.1	5422333	5423190	Tery_3519
CP000393.1	5424986	5425170	Tery_R0034
CP000393.1	5426895	5427401	Tery_3522
CP000393.1	5432786	5433997	Tery_3525
CP000393.1	5434323	5435174	Tery_3526
CP000393.1	5436929	5437588	Tery_3528
CP000393.1	5443751	5444248	Tery_3531
CP000393.1	5444701	5445285	Tery_3532
CP000393.1	5445853	5446965	Tery_3533
CP000393.1	5449090	5449776	Tery_3535
CP000393.1	5456566	5456736	Tery_3541
CP000393.1	5458898	5459155	Tery_3543
CP000393.1	5468356	5468850	Tery_3548
CP000393.1	5471840	5472277	Tery_3551
CP000393.1	5472378	5472710	Tery_3552
CP000393.1	5472811	5473143	Tery_3553
CP000393.1	5473244	5473576	Tery_3554
CP000393.1	5473677	5474009	Tery_3555
CP000393.1	5474110	5474442	Tery_3556
CP000393.1	5474543	5474875	Tery_3557
CP000393.1	5478716	5479318	Tery_3562
CP000393.1	5479413	5480288	Tery_3563
CP000393.1	5480746	5481531	Tery_3564
CP000393.1	5482056	5482604	Tery_3565
CP000393.1	5498570	5498812	Tery_3572
CP000393.1	5498984	5499541	Tery_3573
CP000393.1	5500175	5501224	Tery_3574
CP000393.1	5504267	5506213	Tery_3577
CP000393.1	5508138	5508824	Tery_3580
CP000393.1	5509650	5510867	Tery_3582
CP000393.1	5510931	5512550	Tery_3583
CP000393.1	5512695	5513135	Tery_3584
CP000393.1	5513152	5515257	Tery_3585
CP000393.1	5521567	5522253	Tery_3590
CP000393.1	5532885	5533385	Tery_3594
CP000393.1	5534737	5535423	Tery_3596
CP000393.1	5536705	5537391	Tery_3598
CP000393.1	5538683	5539066	Tery_3600
CP000393.1	5539067	5539255	Tery_3601
CP000393.1	5543780	5544061	Tery_3604
CP000393.1	5547340	5548521	Tery_3607
CP000393.1	5559755	5560525	Tery_3616
CP000393.1	5563176	5563982	Tery_3619
CP000393.1	5564312	5564803	Tery_3620
CP000393.1	5567156	5568373	Tery_3622
CP000393.1	5569827	5570786	Tery_3624
CP000393.1	5571978	5572649	Tery_3625
CP000393.1	5574671	5575789	Tery_3626
CP000393.1	5579819	5582314	Tery_3629
CP000393.1	5593048	5593239	Tery_3638
CP000393.1	5593511	5593765	Tery_3639
CP000393.1	5602599	5605304	Tery_3645
CP000393.1	5606666	5606869	Tery_3647
CP000393.1	5608746	5609231	Tery_3649
CP000393.1	5609420	5609905	Tery_3650
CP000393.1	5611983	5612993	Tery_3654
CP000393.1	5618966	5619670	Tery_3660
CP000393.1	5619744	5620940	Tery_3661
CP000393.1	5621371	5621856	Tery_3662
CP000393.1	5623544	5625580	Tery_3664
CP000393.1	5626403	5627158	Tery_3666
CP000393.1	5627133	5628203	Tery_3667
CP000393.1	5630800	5630872	Tery_R0036
CP000393.1	5633961	5635901	Tery_3672
CP000393.1	5636193	5637668	Tery_3673
CP000393.1	5637974	5639041	Tery_3674
CP000393.1	5645835	5647304	Tery_3678
CP000393.1	5647774	5648262	Tery_3679
CP000393.1	5648798	5650267	Tery_3680
CP000393.1	5650391	5652385	Tery_3681
CP000393.1	5658430	5658603	Tery_3684
CP000393.1	5658701	5659006	Tery_3685
CP000393.1	5659327	5660199	Tery_3686
CP000393.1	5661000	5661851	Tery_3687
CP000393.1	5665392	5666594	Tery_3690
CP000393.1	5670688	5672076	Tery_3693
CP000393.1	5676807	5678192	Tery_3696
CP000393.1	5678844	5680253	Tery_3697
CP000393.1	5685988	5686614	Tery_3700
CP000393.1	5692467	5692793	Tery_3704
CP000393.1	5692756	5693073	Tery_3705
CP000393.1	5693060	5693197	Tery_3706
CP000393.1	5694355	5694435	Tery_R0037
CP000393.1	5696581	5696865	Tery_3708
CP000393.1	5710528	5710809	Tery_3721
CP000393.1	5710816	5711097	Tery_3722
CP000393.1	5711369	5711677	Tery_3723
CP000393.1	5712913	5713839	Tery_3725
CP000393.1	5714303	5715343	Tery_3726
CP000393.1	5722164	5722937	Tery_3731
CP000393.1	5726339	5727826	Tery_3732
CP000393.1	5730128	5731453	Tery_3733
CP000393.1	5736617	5736991	Tery_3738
CP000393.1	5737132	5737263	Tery_3739
CP000393.1	5747003	5747629	Tery_3745
CP000393.1	5748621	5749274	Tery_3746
CP000393.1	5754717	5762189	Tery_3753
CP000393.1	5762330	5764039	Tery_3754
CP000393.1	5772259	5773647	Tery_3757
CP000393.1	5774037	5774372	Tery_3758
CP000393.1	5775407	5777149	Tery_3759
CP000393.1	5787328	5788164	Tery_3765
CP000393.1	5788222	5789493	Tery_3766
CP000393.1	5789683	5790519	Tery_3767
CP000393.1	5802383	5802817	Tery_3773
CP000393.1	5806790	5807896	Tery_3777
CP000393.1	5808254	5808802	Tery_3778
CP000393.1	5808783	5809517	Tery_3779
CP000393.1	5810073	5810984	Tery_3780
CP000393.1	5813074	5815104	Tery_3782
CP000393.1	5815168	5816352	Tery_3783
CP000393.1	5816905	5817705	Tery_3784
CP000393.1	5817998	5818210	Tery_3785
CP000393.1	5830592	5831986	Tery_3794
CP000393.1	5832272	5832598	Tery_3795
CP000393.1	5839992	5841062	Tery_3799
CP000393.1	5841423	5841755	Tery_3800
CP000393.1	5844586	5847951	Tery_3802
CP000393.1	5852521	5852592	Tery_R0040
CP000393.1	5861826	5863352	Tery_3812
CP000393.1	5900218	5901993	Tery_3828
CP000393.1	5904039	5905364	Tery_3829
CP000393.1	5917266	5918024	Tery_3831
CP000393.1	5918586	5919080	Tery_3832
CP000393.1	5919177	5920268	Tery_3833
CP000393.1	5920770	5922191	Tery_3834
CP000393.1	5927248	5928693	Tery_3839
CP000393.1	5931920	5933398	Tery_3840
CP000393.1	5934688	5934846	Tery_3841
CP000393.1	5935320	5935901	Tery_3842
CP000393.1	5943650	5944426	Tery_3846
CP000393.1	5945002	5945916	Tery_3847
CP000393.1	5946139	5946573	Tery_3848
CP000393.1	5946968	5948986	Tery_3849
CP000393.1	5949119	5949421	Tery_3850
CP000393.1	5949949	5950287	Tery_3851
CP000393.1	5951160	5951471	Tery_3852
CP000393.1	5966135	5967487	Tery_3861
CP000393.1	5974625	5974709	Tery_R0041
CP000393.1	5974812	5977262	Tery_3864
CP000393.1	5977433	5977909	Tery_3865
CP000393.1	5978061	5978945	Tery_3866
CP000393.1	5979966	5980283	Tery_3868
CP000393.1	5980539	5985200	Tery_3869
CP000393.1	5989590	5990066	Tery_3873
CP000393.1	5999123	6001252	Tery_3878
CP000393.1	6001967	6002401	Tery_3880
CP000393.1	6002976	6004025	Tery_3881
CP000393.1	6004458	6005156	Tery_3882
CP000393.1	6006416	6007747	Tery_3883
CP000393.1	6014785	6015126	Tery_3890
CP000393.1	6018552	6019571	Tery_3894
CP000393.1	6020453	6020917	Tery_3895
CP000393.1	6020933	6021556	Tery_3896
CP000393.1	6024293	6025342	Tery_3898
CP000393.1	6026445	6026660	Tery_3900
CP000393.1	6043850	6044005	Tery_3910
CP000393.1	6044701	6046089	Tery_3912
CP000393.1	6048597	6049130	Tery_3914
CP000393.1	6049362	6049724	Tery_3915
CP000393.1	6050404	6051168	Tery_3916
CP000393.1	6052171	6053007	Tery_3917
CP000393.1	6054014	6055195	Tery_3919
CP000393.1	6056265	6056957	Tery_3920
CP000393.1	6059266	6064635	Tery_3923
CP000393.1	6064632	6065948	Tery_3924
CP000393.1	6066114	6067544	Tery_3925
CP000393.1	6069239	6069946	Tery_3927
CP000393.1	6070522	6071931	Tery_3928
CP000393.1	6072050	6073291	Tery_3929
CP000393.1	6073309	6073470	Tery_3930
CP000393.1	6085669	6086754	Tery_3935
CP000393.1	6087348	6090377	Tery_3936
CP000393.1	6104408	6104557	Tery_3947
CP000393.1	6106686	6106904	Tery_3949
CP000393.1	6107560	6107982	Tery_3950
CP000393.1	6108569	6108925	Tery_3951
CP000393.1	6117787	6118020	Tery_3956
CP000393.1	6118318	6119784	Tery_3957
CP000393.1	6122133	6124808	Tery_3961
CP000393.1	6127659	6130481	Tery_3964
CP000393.1	6131500	6132777	Tery_3965
CP000393.1	6133846	6134280	Tery_3966
CP000393.1	6134284	6135711	Tery_3967
CP000393.1	6136937	6138085	Tery_3969
CP000393.1	6138841	6139959	Tery_3970
CP000393.1	6146335	6146520	Tery_3975
CP000393.1	6146709	6149888	Tery_3976
CP000393.1	6151277	6151531	Tery_3977
CP000393.1	6152058	6153338	Tery_3978
CP000393.1	6154179	6154697	Tery_3979
CP000393.1	6155479	6156912	Tery_3980
CP000393.1	6158506	6158751	Tery_3982
CP000393.1	6159015	6160403	Tery_3983
CP000393.1	6161572	6161988	Tery_3984
CP000393.1	6168208	6169122	Tery_3991
CP000393.1	6170197	6170278	Tery_R0042
CP000393.1	6170467	6174096	Tery_3993
CP000393.1	6175036	6175836	Tery_3994
CP000393.1	6176750	6178288	Tery_3995
CP000393.1	6180637	6185721	Tery_3996
CP000393.1	6185718	6187043	Tery_3997
CP000393.1	6187365	6187895	Tery_3998
CP000393.1	6188150	6189205	Tery_3999
CP000393.1	6189202	6189579	Tery_4000
CP000393.1	6189732	6190838	Tery_4001
CP000393.1	6191034	6192503	Tery_4002
CP000393.1	6198941	6199084	Tery_4007
CP000393.1	6201951	6202928	Tery_4010
CP000393.1	6202952	6204331	Tery_4011
CP000393.1	6208451	6209140	Tery_4014
CP000393.1	6211260	6211958	Tery_4017
CP000393.1	6218249	6218560	Tery_4020
CP000393.1	6223864	6224364	Tery_4026
CP000393.1	6224986	6225390	Tery_4027
CP000393.1	6226077	6227024	Tery_4028
CP000393.1	6227282	6228952	Tery_4029
CP000393.1	6232970	6233995	Tery_4031
CP000393.1	6237948	6239858	Tery_4034
CP000393.1	6249775	6250944	Tery_4044
CP000393.1	6251930	6252505	Tery_4045
CP000393.1	6254812	6255237	Tery_4047
CP000393.1	6256462	6258087	Tery_4049
CP000393.1	6261144	6261545	Tery_4052
CP000393.1	6261610	6261957	Tery_4053
CP000393.1	6261961	6262860	Tery_4054
CP000393.1	6264531	6264926	Tery_4056
CP000393.1	6265398	6265739	Tery_4057
CP000393.1	6266294	6267253	Tery_4058
CP000393.1	6269490	6269927	Tery_4059
CP000393.1	6273647	6273985	Tery_4061
CP000393.1	6279994	6281409	Tery_4067
CP000393.1	6281793	6282737	Tery_4068
CP000393.1	6283409	6284266	Tery_4069
CP000393.1	6284592	6284990	Tery_4070
CP000393.1	6285411	6286307	Tery_4071
CP000393.1	6290196	6290903	Tery_4075
CP000393.1	6290967	6291212	Tery_4076
CP000393.1	6293946	6294263	Tery_4078
CP000393.1	6294635	6294895	Tery_4079
CP000393.1	6302090	6303325	Tery_4083
CP000393.1	6306413	6307276	Tery_4088
CP000393.1	6311621	6312472	Tery_4092
CP000393.1	6312853	6313887	Tery_4093
CP000393.1	6314150	6314893	Tery_4094
CP000393.1	6315001	6316008	Tery_4095
CP000393.1	6316470	6317687	Tery_4096
CP000393.1	6321624	6322703	Tery_4099
CP000393.1	6323345	6323416	Tery_R0043
CP000393.1	6325134	6326900	Tery_4101
CP000393.1	6329323	6330942	Tery_4103
CP000393.1	6342797	6343378	Tery_4111
CP000393.1	6345000	6345869	Tery_4113
CP000393.1	6350462	6351073	Tery_4116
CP000393.1	6351649	6352359	Tery_4117
CP000393.1	6352422	6353438	Tery_4118
CP000393.1	6353492	6354223	Tery_4119
CP000393.1	6354668	6359515	Tery_4120
CP000393.1	6359859	6360704	Tery_4121
CP000393.1	6360766	6361701	Tery_4122
CP000393.1	6361841	6362395	Tery_4123
CP000393.1	6362652	6363701	Tery_4124
CP000393.1	6363768	6364736	Tery_4125
CP000393.1	6365659	6365895	Tery_4126
CP000393.1	6366665	6368674	Tery_4127
CP000393.1	6370825	6371025	Tery_4128
CP000393.1	6371022	6371294	Tery_4129
CP000393.1	6372687	6372878	Tery_4130
CP000393.1	6373632	6373910	Tery_4131
CP000393.1	6373903	6374769	Tery_4132
CP000393.1	6392294	6392974	Tery_4146
CP000393.1	6400631	6402160	Tery_4151
CP000393.1	6402830	6403105	Tery_4152
CP000393.1	6422438	6423289	Tery_4162
CP000393.1	6423763	6424380	Tery_4163
CP000393.1	6425695	6425904	Tery_4164
CP000393.1	6426311	6426559	Tery_4165
CP000393.1	6427319	6427924	Tery_4166
CP000393.1	6428236	6429699	Tery_4167
CP000393.1	6430124	6430471	Tery_4168
CP000393.1	6431811	6433106	Tery_4169
CP000393.1	6433229	6433684	Tery_4170
CP000393.1	6433677	6434147	Tery_4171
CP000393.1	6437164	6437790	Tery_4175
CP000393.1	6438494	6438841	Tery_4176
CP000393.1	6438869	6439591	Tery_4177
CP000393.1	6443191	6444000	Tery_4181
CP000393.1	6444890	6445951	Tery_4182
CP000393.1	6447067	6447288	Tery_4184
CP000393.1	6447795	6448721	Tery_4185
CP000393.1	6461220	6464168	Tery_4191
CP000393.1	6464576	6468439	Tery_4192
CP000393.1	6468582	6470834	Tery_4193
CP000393.1	6473674	6474567	Tery_4195
CP000393.1	6475318	6476901	Tery_4196
CP000393.1	6479914	6480192	Tery_4200
CP000393.1	6480895	6481350	Tery_4202
CP000393.1	6483495	6484394	Tery_4204
CP000393.1	6484797	6485912	Tery_4205
CP000393.1	6486600	6487574	Tery_4206
CP000393.1	6487704	6487964	Tery_4207
CP000393.1	6489249	6490973	Tery_4208
CP000393.1	6495320	6495487	Tery_4210
CP000393.1	6499151	6499837	Tery_4214
CP000393.1	6500364	6501155	Tery_4215
CP000393.1	6501489	6501863	Tery_4216
CP000393.1	6504895	6505806	Tery_4218
CP000393.1	6506622	6509042	Tery_4219
CP000393.1	6511382	6511732	Tery_4220
CP000393.1	6514681	6515646	Tery_4223
CP000393.1	6526291	6529743	Tery_4229
CP000393.1	6530078	6530878	Tery_4230
CP000393.1	6531525	6532598	Tery_4231
CP000393.1	6533207	6535552	Tery_4232
CP000393.1	6548125	6548727	Tery_4241
CP000393.1	6548820	6549902	Tery_4242
CP000393.1	6549951	6551546	Tery_4243
CP000393.1	6552902	6553891	Tery_4245
CP000393.1	6553976	6555010	Tery_4246
CP000393.1	6586958	6590005	Tery_4271
CP000393.1	6590117	6590695	Tery_4272
CP000393.1	6590705	6591190	Tery_4273
CP000393.1	6591183	6591434	Tery_4274
CP000393.1	6591534	6594539	Tery_4275
CP000393.1	6594822	6598238	Tery_4276
CP000393.1	6600206	6601207	Tery_4279
CP000393.1	6601516	6602184	Tery_4280
CP000393.1	6602327	6602572	Tery_4281
CP000393.1	6609186	6609947	Tery_4285
CP000393.1	6610445	6611059	Tery_4286
CP000393.1	6611458	6612774	Tery_4287
CP000393.1	6613590	6613907	Tery_4289
CP000393.1	6617530	6617901	Tery_4295
CP000393.1	6617951	6618361	Tery_4296
CP000393.1	6618469	6618783	Tery_4297
CP000393.1	6619684	6621075	Tery_4298
CP000393.1	6623422	6623607	Tery_4300
CP000393.1	6633517	6636105	Tery_4304
CP000393.1	6637711	6637995	Tery_4306
CP000393.1	6640564	6641658	Tery_4307
CP000393.1	6641688	6643400	Tery_4308
CP000393.1	6644325	6644747	Tery_4309
CP000393.1	6644783	6645853	Tery_4310
CP000393.1	6646719	6648005	Tery_4311
