#chromosome	start	end	coverage
CP000393.1	3880000	3881000	34.78
CP000393.1	3881000	3882000	15.364
CP000393.1	3882000	3883000	27.797
CP000393.1	3883000	3884000	20.455
CP000393.1	3884000	3885000	12.193
CP000393.1	3885000	3886000	8.296
CP000393.1	3886000	3887000	24.828
CP000393.1	3887000	3888000	25.041
CP000393.1	3888000	3889000	39.891
CP000393.1	3889000	3890000	54.634
CP000393.1	3890000	3891000	18.687
CP000393.1	3891000	3892000	5.623
CP000393.1	3892000	3893000	11.8
CP000393.1	3893000	3894000	31.431
CP000393.1	3894000	3895000	5.599
CP000393.1	3895000	3896000	8.594
CP000393.1	3896000	3897000	10.812
CP000393.1	3897000	3898000	10.296
CP000393.1	3898000	3899000	12.271
CP000393.1	3899000	3900000	11.947
CP000393.1	3900000	3901000	4.592
CP000393.1	3901000	3902000	25.815
CP000393.1	3902000	3903000	57.525
CP000393.1	3903000	3904000	628.284
CP000393.1	3904000	3905000	208.578
CP000393.1	3905000	3906000	21.963
CP000393.1	3906000	3907000	52.336
CP000393.1	3907000	3908000	92.804
CP000393.1	3908000	3909000	11.381
CP000393.1	3909000	3910000	7.842
CP000393.1	3910000	3911000	6.128
CP000393.1	3911000	3912000	8.061
CP000393.1	3912000	3913000	5.201
CP000393.1	3913000	3914000	1.976
CP000393.1	3914000	3915000	8.427
CP000393.1	3915000	3916000	3.388
CP000393.1	3916000	3917000	1.635
CP000393.1	3917000	3918000	5.052
CP000393.1	3918000	3919000	10.981
CP000393.1	3919000	3920000	22.584
CP000393.1	3920000	3921000	30.357
CP000393.1	3921000	3922000	0.059
CP000393.1	3922000	3923000	0.125
CP000393.1	3923000	3924000	0.366
CP000393.1	3924000	3925000	0.03
CP000393.1	3925000	3926000	0.122
CP000393.1	3926000	3927000	3.283
CP000393.1	3927000	3928000	2.494
CP000393.1	3928000	3929000	0.593
CP000393.1	3929000	3930000	0.074
CP000393.1	3930000	3931000	0.051
CP000393.1	3931000	3932000	0.164
CP000393.1	3932000	3933000	3.307
CP000393.1	3933000	3934000	5.424
CP000393.1	3934000	3935000	6.182
CP000393.1	3935000	3936000	81.524
CP000393.1	3936000	3937000	6.669
CP000393.1	3937000	3938000	15.181
CP000393.1	3938000	3939000	8.34
CP000393.1	3939000	3940000	0.0
CP000393.1	3940000	3941000	0.0
CP000393.1	3941000	3942000	0.0
CP000393.1	3942000	3943000	0.022
CP000393.1	3943000	3944000	0.528
CP000393.1	3944000	3945000	0.759
CP000393.1	3945000	3946000	0.229
CP000393.1	3946000	3947000	0.57
CP000393.1	3947000	3948000	1.058
CP000393.1	3948000	3949000	0.998
CP000393.1	3949000	3950000	1.903
CP000393.1	3950000	3951000	1.674
CP000393.1	3951000	3952000	1.025
CP000393.1	3952000	3953000	3.612
CP000393.1	3953000	3954000	0.378
CP000393.1	3954000	3955000	3.25
CP000393.1	3955000	3956000	2.903
CP000393.1	3956000	3957000	8.701
CP000393.1	3957000	3958000	47.604
CP000393.1	3958000	3959000	79.409
CP000393.1	3959000	3960000	3.297
CP000393.1	3960000	3961000	1.133
CP000393.1	3961000	3962000	1779.255
CP000393.1	3962000	3963000	15.739
CP000393.1	3963000	3964000	28.256
CP000393.1	3964000	3965000	52.79
CP000393.1	3965000	3966000	42.98
CP000393.1	3966000	3967000	59.457
CP000393.1	3967000	3968000	11.193
CP000393.1	3968000	3969000	0.013
CP000393.1	3969000	3970000	0.567
CP000393.1	3970000	3971000	0.438
CP000393.1	3971000	3972000	0.627
CP000393.1	3972000	3973000	7.192
CP000393.1	3973000	3974000	55.232
CP000393.1	3974000	3975000	13.673
CP000393.1	3975000	3976000	78.109
CP000393.1	3976000	3977000	28.096
CP000393.1	3977000	3978000	24.754
CP000393.1	3978000	3979000	84.076
CP000393.1	3979000	3980000	111.718
CP000393.1	3980000	3981000	22.959
CP000393.1	3981000	3982000	22.249
CP000393.1	3982000	3983000	14.055
CP000393.1	3983000	3984000	5.524
CP000393.1	3984000	3985000	2.335
CP000393.1	3985000	3986000	1.498
CP000393.1	3986000	3987000	0.44
CP000393.1	3987000	3988000	0.267
CP000393.1	3988000	3989000	0.411
CP000393.1	3989000	3990000	0.396
CP000393.1	3990000	3991000	14.008
CP000393.1	3991000	3992000	19.872
CP000393.1	3992000	3993000	30.801
CP000393.1	3993000	3994000	42.98
CP000393.1	3994000	3995000	23.433
CP000393.1	3995000	3996000	25.208
CP000393.1	3996000	3997000	0.522
CP000393.1	3997000	3998000	0.022
CP000393.1	3998000	3999000	0.07
CP000393.1	3999000	4000000	0.044
CP000393.1	4000000	4001000	0.186
CP000393.1	4001000	4002000	0.064
CP000393.1	4002000	4003000	3.013
CP000393.1	4003000	4004000	7.129
CP000393.1	4004000	4005000	0.541
CP000393.1	4005000	4006000	0.028
CP000393.1	4006000	4007000	0.131
CP000393.1	4007000	4008000	0.0
CP000393.1	4008000	4009000	0.0
CP000393.1	4009000	4010000	0.52
CP000393.1	4010000	4011000	0.877
CP000393.1	4011000	4012000	0.0
CP000393.1	4012000	4013000	0.596
CP000393.1	4013000	4014000	3.456
CP000393.1	4014000	4015000	20.405
CP000393.1	4015000	4016000	25.303
CP000393.1	4016000	4017000	20.685
CP000393.1	4017000	4018000	14.026
CP000393.1	4018000	4019000	18.539
CP000393.1	4019000	4020000	18.367
CP000393.1	4020000	4021000	32.481
CP000393.1	4021000	4022000	35.478
CP000393.1	4022000	4023000	69.825
CP000393.1	4023000	4024000	20.292
CP000393.1	4024000	4025000	16.84
CP000393.1	4025000	4026000	40.808
CP000393.1	4026000	4027000	39.716
CP000393.1	4027000	4028000	41.207
CP000393.1	4028000	4029000	15.437
CP000393.1	4029000	4030000	5.361
CP000393.1	4030000	4031000	0.439
CP000393.1	4031000	4032000	11.226
CP000393.1	4032000	4033000	7.771
CP000393.1	4033000	4034000	34.681
CP000393.1	4034000	4035000	386.126
CP000393.1	4035000	4036000	57.004
CP000393.1	4036000	4037000	0.789
CP000393.1	4037000	4038000	0.561
CP000393.1	4038000	4039000	0.0
CP000393.1	4039000	4040000	0.558
CP000393.1	4040000	4041000	7.966
CP000393.1	4041000	4042000	13.983
CP000393.1	4042000	4043000	10.555
CP000393.1	4043000	4044000	0.271
CP000393.1	4044000	4045000	4.79
CP000393.1	4045000	4046000	35.54
CP000393.1	4046000	4047000	0.073
CP000393.1	4047000	4048000	0.076
CP000393.1	4048000	4049000	0.545
CP000393.1	4049000	4050000	0.076
CP000393.1	4050000	4051000	0.0
CP000393.1	4051000	4052000	0.046
CP000393.1	4052000	4053000	0.038
CP000393.1	4053000	4054000	4.046
CP000393.1	4054000	4055000	5.52
CP000393.1	4055000	4056000	14.296
CP000393.1	4056000	4057000	23.743
CP000393.1	4057000	4058000	1359.916
CP000393.1	4058000	4059000	707.456
CP000393.1	4059000	4060000	22.73
CP000393.1	4060000	4061000	19.586
CP000393.1	4061000	4062000	21.992
CP000393.1	4062000	4063000	71.646
CP000393.1	4063000	4064000	67.584
CP000393.1	4064000	4065000	1.042
CP000393.1	4065000	4066000	3.856
CP000393.1	4066000	4067000	19.484
CP000393.1	4067000	4068000	0.608
CP000393.1	4068000	4069000	0.307
CP000393.1	4069000	4070000	11.793
CP000393.1	4070000	4071000	4.57
CP000393.1	4071000	4072000	6.109
CP000393.1	4072000	4073000	1.043
CP000393.1	4073000	4074000	1.663
CP000393.1	4074000	4075000	3.405
CP000393.1	4075000	4076000	3.8
CP000393.1	4076000	4077000	2.824
CP000393.1	4077000	4078000	1.594
CP000393.1	4078000	4079000	10.084
CP000393.1	4079000	4080000	447.843
CP000393.1	4080000	4081000	2.529
CP000393.1	4081000	4082000	1.341
CP000393.1	4082000	4083000	3.197
CP000393.1	4083000	4084000	4.754
CP000393.1	4084000	4085000	4.08
CP000393.1	4085000	4086000	3.061
CP000393.1	4086000	4087000	2.442
CP000393.1	4087000	4088000	3.563
CP000393.1	4088000	4089000	8.214
CP000393.1	4089000	4090000	6.931
CP000393.1	4090000	4091000	5.619
CP000393.1	4091000	4092000	9.917
CP000393.1	4092000	4093000	5.371
CP000393.1	4093000	4094000	4.106
CP000393.1	4094000	4095000	11.93
CP000393.1	4095000	4096000	12.511
CP000393.1	4096000	4097000	3.313
CP000393.1	4097000	4098000	3.8
CP000393.1	4098000	4099000	3.171
CP000393.1	4099000	4100000	0.106
CP000393.1	4100000	4101000	0.449
CP000393.1	4101000	4102000	1.358
CP000393.1	4102000	4103000	0.111
CP000393.1	4103000	4104000	0.015
CP000393.1	4104000	4105000	0.62
CP000393.1	4105000	4106000	0.439
CP000393.1	4106000	4107000	0.162
CP000393.1	4107000	4108000	14.1
CP000393.1	4108000	4109000	8.25
CP000393.1	4109000	4110000	13.188
CP000393.1	4110000	4111000	18.446
CP000393.1	4111000	4112000	29.084
CP000393.1	4112000	4113000	48.799
CP000393.1	4113000	4114000	75.348
CP000393.1	4114000	4115000	5.829
CP000393.1	4115000	4116000	19.468
CP000393.1	4116000	4117000	1.554
CP000393.1	4117000	4118000	3.51
CP000393.1	4118000	4119000	8.829
CP000393.1	4119000	4120000	6.238
CP000393.1	4120000	4121000	0.61
CP000393.1	4121000	4122000	3.915
CP000393.1	4122000	4123000	1.669
CP000393.1	4123000	4124000	5.316
CP000393.1	4124000	4125000	2.067
CP000393.1	4125000	4126000	5.613
CP000393.1	4126000	4127000	20.581
CP000393.1	4127000	4128000	67.67
CP000393.1	4128000	4129000	37.451
CP000393.1	4129000	4130000	3.862
CP000393.1	4130000	4131000	4.253
CP000393.1	4131000	4132000	0.164
CP000393.1	4132000	4133000	0.125
CP000393.1	4133000	4134000	7.374
CP000393.1	4134000	4135000	6.248
CP000393.1	4135000	4136000	0.216
CP000393.1	4136000	4137000	0.088
CP000393.1	4137000	4138000	0.057
CP000393.1	4138000	4139000	1.389
CP000393.1	4139000	4140000	4.099
CP000393.1	4140000	4141000	2.724
CP000393.1	4141000	4142000	2.573
CP000393.1	4142000	4143000	5.132
CP000393.1	4143000	4144000	7.911
CP000393.1	4144000	4145000	8.672
CP000393.1	4145000	4146000	0.43
CP000393.1	4146000	4147000	0.4
CP000393.1	4147000	4148000	1.13
CP000393.1	4148000	4149000	4.703
CP000393.1	4149000	4150000	4.684
CP000393.1	4150000	4151000	4.327
CP000393.1	4151000	4152000	11.553
CP000393.1	4152000	4153000	25.513
CP000393.1	4153000	4154000	161.076
CP000393.1	4154000	4155000	8.308
CP000393.1	4155000	4156000	0.202
CP000393.1	4156000	4157000	11.074
CP000393.1	4157000	4158000	8.91
CP000393.1	4158000	4159000	24.143
CP000393.1	4159000	4160000	2.271
CP000393.1	4160000	4161000	1.564
CP000393.1	4161000	4162000	3.956
CP000393.1	4162000	4163000	6.372
CP000393.1	4163000	4164000	4.343
CP000393.1	4164000	4165000	14.102
CP000393.1	4165000	4166000	18.078
CP000393.1	4166000	4167000	20.01
CP000393.1	4167000	4168000	10.16
CP000393.1	4168000	4169000	7.611
CP000393.1	4169000	4170000	12.805
CP000393.1	4170000	4171000	42.787
CP000393.1	4171000	4172000	74.952
CP000393.1	4172000	4173000	68.846
CP000393.1	4173000	4174000	70.153
CP000393.1	4174000	4175000	17.479
CP000393.1	4175000	4176000	14.677
CP000393.1	4176000	4177000	30.28
CP000393.1	4177000	4178000	54.788
CP000393.1	4178000	4179000	40.884
CP000393.1	4179000	4180000	26.969
CP000393.1	4180000	4181000	11.134
CP000393.1	4181000	4182000	78.608
CP000393.1	4182000	4183000	13.97
CP000393.1	4183000	4184000	3.892
CP000393.1	4184000	4185000	3.55
CP000393.1	4185000	4186000	22.538
CP000393.1	4186000	4187000	5.495
CP000393.1	4187000	4188000	27.818
CP000393.1	4188000	4189000	18.053
CP000393.1	4189000	4190000	36.325
CP000393.1	4190000	4191000	32.156
CP000393.1	4191000	4192000	43.934
CP000393.1	4192000	4193000	24.793
CP000393.1	4193000	4194000	20.996
CP000393.1	4194000	4195000	4.91
CP000393.1	4195000	4196000	9.964
CP000393.1	4196000	4197000	307.764
CP000393.1	4197000	4198000	223.017
CP000393.1	4198000	4199000	18.528
CP000393.1	4199000	4200000	35.476
CP000393.1	4200000	4201000	10.439
CP000393.1	4201000	4202000	9.372
CP000393.1	4202000	4203000	23.932
CP000393.1	4203000	4204000	31.963
CP000393.1	4204000	4205000	279.703
CP000393.1	4205000	4206000	27.533
CP000393.1	4206000	4207000	0.341
CP000393.1	4207000	4208000	0.332
CP000393.1	4208000	4209000	1.691
CP000393.1	4209000	4210000	4.056
CP000393.1	4210000	4211000	5.99
CP000393.1	4211000	4212000	15.603
CP000393.1	4212000	4213000	38.208
CP000393.1	4213000	4214000	7.823
CP000393.1	4214000	4215000	2.664
CP000393.1	4215000	4216000	0.297
CP000393.1	4216000	4217000	1.58
CP000393.1	4217000	4218000	0.787
CP000393.1	4218000	4219000	2.291
CP000393.1	4219000	4220000	11.234
CP000393.1	4220000	4221000	7.721
CP000393.1	4221000	4222000	0.672
CP000393.1	4222000	4223000	0.609
CP000393.1	4223000	4224000	0.324
CP000393.1	4224000	4225000	0.498
CP000393.1	4225000	4226000	6.33
CP000393.1	4226000	4227000	4.881
CP000393.1	4227000	4228000	10.81
CP000393.1	4228000	4229000	10.989
CP000393.1	4229000	4230000	5.415
CP000393.1	4230000	4231000	3.662
CP000393.1	4231000	4232000	4.284
CP000393.1	4232000	4233000	6.968
CP000393.1	4233000	4234000	6.77
CP000393.1	4234000	4235000	10.643
CP000393.1	4235000	4236000	22.618
CP000393.1	4236000	4237000	148.067
CP000393.1	4237000	4238000	153.567
CP000393.1	4238000	4239000	36.723
CP000393.1	4239000	4240000	60.369
CP000393.1	4240000	4241000	18.054
CP000393.1	4241000	4242000	0.797
CP000393.1	4242000	4243000	8.713
CP000393.1	4243000	4244000	36.678
CP000393.1	4244000	4245000	82.314
CP000393.1	4245000	4246000	47.41
CP000393.1	4246000	4247000	7.62
CP000393.1	4247000	4248000	19.001
CP000393.1	4248000	4249000	25.632
CP000393.1	4249000	4250000	240.74
CP000393.1	4250000	4251000	268.326
CP000393.1	4251000	4252000	77.756
CP000393.1	4252000	4253000	154.563
CP000393.1	4253000	4254000	180.985
CP000393.1	4254000	4255000	10.441
CP000393.1	4255000	4256000	26.172
CP000393.1	4256000	4257000	56.033
CP000393.1	4257000	4258000	4.529
CP000393.1	4258000	4259000	4.048
CP000393.1	4259000	4260000	1.893
CP000393.1	4260000	4261000	5.473
CP000393.1	4261000	4262000	39.672
CP000393.1	4262000	4263000	21.232
CP000393.1	4263000	4264000	6.085
CP000393.1	4264000	4265000	15.711
CP000393.1	4265000	4266000	17.171
CP000393.1	4266000	4267000	1.363
CP000393.1	4267000	4268000	0.0
CP000393.1	4268000	4269000	0.0
CP000393.1	4269000	4270000	0.419
CP000393.1	4270000	4271000	0.0
CP000393.1	4271000	4272000	1.927
CP000393.1	4272000	4273000	3.616
CP000393.1	4273000	4274000	3.033
CP000393.1	4274000	4275000	4.589
CP000393.1	4275000	4276000	5.486
CP000393.1	4276000	4277000	0.487
CP000393.1	4277000	4278000	3.839
CP000393.1	4278000	4279000	4.076
CP000393.1	4279000	4280000	2.654
CP000393.1	4280000	4281000	3.332
CP000393.1	4281000	4282000	12.036
CP000393.1	4282000	4283000	19.55
CP000393.1	4283000	4284000	0.053
CP000393.1	4284000	4285000	2.038
CP000393.1	4285000	4286000	1.946
CP000393.1	4286000	4287000	2.224
CP000393.1	4287000	4288000	4.156
CP000393.1	4288000	4289000	8.075
CP000393.1	4289000	4290000	11.2
CP000393.1	4290000	4291000	5.129
CP000393.1	4291000	4292000	0.554
CP000393.1	4292000	4293000	0.647
CP000393.1	4293000	4294000	0.476
CP000393.1	4294000	4295000	1.539
CP000393.1	4295000	4296000	0.861
CP000393.1	4296000	4297000	1.611
CP000393.1	4297000	4298000	2.685
CP000393.1	4298000	4299000	10.865
CP000393.1	4299000	4300000	11.085
CP000393.1	4300000	4301000	13.221
CP000393.1	4301000	4302000	3.669
CP000393.1	4302000	4303000	1.588
CP000393.1	4303000	4304000	0.074
CP000393.1	4304000	4305000	0.529
CP000393.1	4305000	4306000	3.645
CP000393.1	4306000	4307000	1.483
CP000393.1	4307000	4308000	13.97
CP000393.1	4308000	4309000	12.737
CP000393.1	4309000	4310000	11.315
CP000393.1	4310000	4311000	17.847
CP000393.1	4311000	4312000	6.672
CP000393.1	4312000	4313000	3.346
CP000393.1	4313000	4314000	8.219
CP000393.1	4314000	4315000	22.219
CP000393.1	4315000	4316000	29.97
CP000393.1	4316000	4317000	53.798
CP000393.1	4317000	4318000	79.813
CP000393.1	4318000	4319000	35.581
CP000393.1	4319000	4320000	27.107
CP000393.1	4320000	4321000	36.003
CP000393.1	4321000	4322000	3.303
CP000393.1	4322000	4323000	2.263
CP000393.1	4323000	4324000	1.264
CP000393.1	4324000	4325000	3.28
CP000393.1	4325000	4326000	4.868
CP000393.1	4326000	4327000	9.838
CP000393.1	4327000	4328000	0.015
CP000393.1	4328000	4329000	1.271
CP000393.1	4329000	4330000	4.74
CP000393.1	4330000	4331000	14.539
CP000393.1	4331000	4332000	11.387
CP000393.1	4332000	4333000	3.969
CP000393.1	4333000	4334000	10.712
CP000393.1	4334000	4335000	7.171
CP000393.1	4335000	4336000	330.682
CP000393.1	4336000	4337000	6.358
CP000393.1	4337000	4338000	20.078
CP000393.1	4338000	4339000	36.73
CP000393.1	4339000	4340000	31.713
CP000393.1	4340000	4341000	18.331
CP000393.1	4341000	4342000	26.621
CP000393.1	4342000	4343000	83.951
CP000393.1	4343000	4344000	32.14
CP000393.1	4344000	4345000	1.024
CP000393.1	4345000	4346000	7.836
CP000393.1	4346000	4347000	16.67
CP000393.1	4347000	4348000	35.503
CP000393.1	4348000	4349000	18.806
CP000393.1	4349000	4350000	34.189
CP000393.1	4350000	4351000	25.517
CP000393.1	4351000	4352000	14.236
CP000393.1	4352000	4353000	29.522
CP000393.1	4353000	4354000	10.307
CP000393.1	4354000	4355000	7.937
CP000393.1	4355000	4356000	1.068
CP000393.1	4356000	4357000	0.525
CP000393.1	4357000	4358000	0.0
CP000393.1	4358000	4359000	0.31
CP000393.1	4359000	4360000	0.794
CP000393.1	4360000	4361000	0.188
CP000393.1	4361000	4362000	1.545
CP000393.1	4362000	4363000	0.0
CP000393.1	4363000	4364000	0.13
CP000393.1	4364000	4365000	0.016
CP000393.1	4365000	4366000	0.686
CP000393.1	4366000	4367000	0.377
CP000393.1	4367000	4368000	0.363
CP000393.1	4368000	4369000	1.263
CP000393.1	4369000	4370000	0.03
CP000393.1	4370000	4371000	0.0
CP000393.1	4371000	4372000	0.0
CP000393.1	4372000	4373000	0.002
CP000393.1	4373000	4374000	0.0
CP000393.1	4374000	4375000	0.926
CP000393.1	4375000	4376000	4.277
CP000393.1	4376000	4377000	15.949
CP000393.1	4377000	4378000	16.537
CP000393.1	4378000	4379000	22.016
CP000393.1	4379000	4380000	9.584
CP000393.1	4380000	4381000	8.801
CP000393.1	4381000	4382000	6.907
CP000393.1	4382000	4383000	0.922
CP000393.1	4383000	4384000	11.753
CP000393.1	4384000	4385000	40.177
CP000393.1	4385000	4386000	14.907
CP000393.1	4386000	4387000	8.518
CP000393.1	4387000	4388000	26.648
CP000393.1	4388000	4389000	11.107
CP000393.1	4389000	4390000	2.568
CP000393.1	4390000	4391000	0.254
CP000393.1	4391000	4392000	2.094
CP000393.1	4392000	4393000	0.723
CP000393.1	4393000	4394000	1.384
CP000393.1	4394000	4395000	0.0
CP000393.1	4395000	4396000	0.0
CP000393.1	4396000	4397000	0.0
CP000393.1	4397000	4398000	0.0
CP000393.1	4398000	4399000	0.0
CP000393.1	4399000	4400000	1.472
CP000393.1	4400000	4401000	5.338
CP000393.1	4401000	4402000	17.837
CP000393.1	4402000	4403000	11.106
CP000393.1	4403000	4404000	10.794
CP000393.1	4404000	4405000	28.464
CP000393.1	4405000	4406000	40.226
CP000393.1	4406000	4407000	38.834
CP000393.1	4407000	4408000	17.973
CP000393.1	4408000	4409000	96.569
CP000393.1	4409000	4410000	147.852
CP000393.1	4410000	4411000	6.252
CP000393.1	4411000	4412000	8.79
CP000393.1	4412000	4413000	14.545
CP000393.1	4413000	4414000	15.099
CP000393.1	4414000	4415000	11.185
CP000393.1	4415000	4416000	33.208
CP000393.1	4416000	4417000	32.025
CP000393.1	4417000	4418000	28.686
CP000393.1	4418000	4419000	12.275
CP000393.1	4419000	4420000	22.121
CP000393.1	4420000	4421000	304.074
CP000393.1	4421000	4422000	63.738
CP000393.1	4422000	4423000	6.804
CP000393.1	4423000	4424000	14.255
CP000393.1	4424000	4425000	12.775
CP000393.1	4425000	4426000	12.294
CP000393.1	4426000	4427000	3.503
CP000393.1	4427000	4428000	4.645
CP000393.1	4428000	4429000	0.352
CP000393.1	4429000	4430000	0.071
CP000393.1	4430000	4431000	0.988
CP000393.1	4431000	4432000	1.677
CP000393.1	4432000	4433000	1.699
CP000393.1	4433000	4434000	2.991
CP000393.1	4434000	4435000	3.751
CP000393.1	4435000	4436000	2.583
CP000393.1	4436000	4437000	1.417
CP000393.1	4437000	4438000	2.248
CP000393.1	4438000	4439000	4.541
CP000393.1	4439000	4440000	1.07
CP000393.1	4440000	4441000	2.118
CP000393.1	4441000	4442000	1.66
CP000393.1	4442000	4443000	1.44
CP000393.1	4443000	4444000	2.35
CP000393.1	4444000	4445000	2.286
CP000393.1	4445000	4446000	5.5
CP000393.1	4446000	4447000	7.22
CP000393.1	4447000	4448000	3.593
CP000393.1	4448000	4449000	8.484
CP000393.1	4449000	4450000	4.389
CP000393.1	4450000	4451000	2.139
CP000393.1	4451000	4452000	4.126
CP000393.1	4452000	4453000	3.714
CP000393.1	4453000	4454000	5.702
CP000393.1	4454000	4455000	3.632
CP000393.1	4455000	4456000	14.625
CP000393.1	4456000	4457000	7.899
CP000393.1	4457000	4458000	14.093
CP000393.1	4458000	4459000	5.543
CP000393.1	4459000	4460000	0.831
CP000393.1	4460000	4461000	2.203
CP000393.1	4461000	4462000	1.83
CP000393.1	4462000	4463000	2.891
CP000393.1	4463000	4464000	2.23
CP000393.1	4464000	4465000	5.477
CP000393.1	4465000	4466000	5.763
CP000393.1	4466000	4467000	10.436
CP000393.1	4467000	4468000	12.183
CP000393.1	4468000	4469000	43.272
CP000393.1	4469000	4470000	29.964
CP000393.1	4470000	4471000	34.997
CP000393.1	4471000	4472000	186.968
CP000393.1	4472000	4473000	8.357
CP000393.1	4473000	4474000	7.854
CP000393.1	4474000	4475000	6.171
CP000393.1	4475000	4476000	0.385
CP000393.1	4476000	4477000	7.581
CP000393.1	4477000	4478000	1.566
CP000393.1	4478000	4479000	18.11
CP000393.1	4479000	4480000	49.377
CP000393.1	4480000	4481000	313.049
CP000393.1	4481000	4482000	0.098
CP000393.1	4482000	4483000	0.028
CP000393.1	4483000	4484000	2.206
CP000393.1	4484000	4485000	9.576
CP000393.1	4485000	4486000	13.143
CP000393.1	4486000	4487000	2.472
CP000393.1	4487000	4488000	1.104
CP000393.1	4488000	4489000	1.029
CP000393.1	4489000	4490000	5.277
CP000393.1	4490000	4491000	58.972
CP000393.1	4491000	4492000	39.327
CP000393.1	4492000	4493000	10.169
CP000393.1	4493000	4494000	4.738
CP000393.1	4494000	4495000	4.005
CP000393.1	4495000	4496000	6.367
CP000393.1	4496000	4497000	26.093
CP000393.1	4497000	4498000	23.332
CP000393.1	4498000	4499000	45.013
CP000393.1	4499000	4500000	73.485
CP000393.1	4500000	4501000	615.133
CP000393.1	4501000	4502000	187.531
CP000393.1	4502000	4503000	95.946
CP000393.1	4503000	4504000	154.87
CP000393.1	4504000	4505000	49.248
CP000393.1	4505000	4506000	16.114
CP000393.1	4506000	4507000	51.533
CP000393.1	4507000	4508000	186.79
CP000393.1	4508000	4509000	364.793
CP000393.1	4509000	4510000	482.578
CP000393.1	4510000	4511000	23.131
CP000393.1	4511000	4512000	3.877
CP000393.1	4512000	4513000	15.861
CP000393.1	4513000	4514000	16.161
CP000393.1	4514000	4515000	29.305
CP000393.1	4515000	4516000	46.613
CP000393.1	4516000	4517000	36.828
CP000393.1	4517000	4518000	17.684
CP000393.1	4518000	4519000	1.707
CP000393.1	4519000	4520000	1.636
CP000393.1	4520000	4521000	1.743
CP000393.1	4521000	4522000	0.841
CP000393.1	4522000	4523000	0.3
CP000393.1	4523000	4524000	4.143
CP000393.1	4524000	4525000	0.203
CP000393.1	4525000	4526000	1.514
CP000393.1	4526000	4527000	12.584
CP000393.1	4527000	4528000	16.512
CP000393.1	4528000	4529000	5.334
CP000393.1	4529000	4530000	0.101
CP000393.1	4530000	4531000	1.932
CP000393.1	4531000	4532000	0.192
CP000393.1	4532000	4533000	0.058
CP000393.1	4533000	4534000	0.193
CP000393.1	4534000	4535000	1.141
CP000393.1	4535000	4536000	10.707
CP000393.1	4536000	4537000	20.248
CP000393.1	4537000	4538000	46.541
CP000393.1	4538000	4539000	14.173
CP000393.1	4539000	4540000	4.484
CP000393.1	4540000	4541000	8.252
CP000393.1	4541000	4542000	14.801
CP000393.1	4542000	4543000	24.956
CP000393.1	4543000	4544000	62.59
CP000393.1	4544000	4545000	12.065
CP000393.1	4545000	4546000	0.105
CP000393.1	4546000	4547000	4.253
CP000393.1	4547000	4548000	2.945
CP000393.1	4548000	4549000	0.29
CP000393.1	4549000	4550000	0.838
CP000393.1	4550000	4551000	0.112
CP000393.1	4551000	4552000	5.921
CP000393.1	4552000	4553000	49.076
CP000393.1	4553000	4554000	39.142
CP000393.1	4554000	4555000	27.42
CP000393.1	4555000	4556000	7.541
CP000393.1	4556000	4557000	18.376
CP000393.1	4557000	4558000	6.513
CP000393.1	4558000	4559000	31.603
CP000393.1	4559000	4560000	93.379
CP000393.1	4560000	4561000	27.24
CP000393.1	4561000	4562000	40.988
CP000393.1	4562000	4563000	58.184
CP000393.1	4563000	4564000	54.403
CP000393.1	4564000	4565000	54.739
CP000393.1	4565000	4566000	36.129
CP000393.1	4566000	4567000	40.654
CP000393.1	4567000	4568000	20.28
CP000393.1	4568000	4569000	77.639
CP000393.1	4569000	4570000	98.334
CP000393.1	4570000	4571000	92.513
CP000393.1	4571000	4572000	346.522
CP000393.1	4572000	4573000	416.154
CP000393.1	4573000	4574000	7.413
CP000393.1	4574000	4575000	20.144
CP000393.1	4575000	4576000	150.018
CP000393.1	4576000	4577000	439.169
CP000393.1	4577000	4578000	21.629
CP000393.1	4578000	4579000	18.934
CP000393.1	4579000	4580000	15.72
CP000393.1	4580000	4581000	16.76
CP000393.1	4581000	4582000	6.789
CP000393.1	4582000	4583000	5.475
CP000393.1	4583000	4584000	23.85
CP000393.1	4584000	4585000	11.594
CP000393.1	4585000	4586000	9.444
CP000393.1	4586000	4587000	15.629
CP000393.1	4587000	4588000	28.315
CP000393.1	4588000	4589000	23.249
CP000393.1	4589000	4590000	0.418
CP000393.1	4590000	4591000	1.092
CP000393.1	4591000	4592000	5.254
CP000393.1	4592000	4593000	37.465
CP000393.1	4593000	4594000	36.721
CP000393.1	4594000	4595000	48.986
CP000393.1	4595000	4596000	33.667
CP000393.1	4596000	4597000	24.034
CP000393.1	4597000	4598000	73.112
CP000393.1	4598000	4599000	313.537
CP000393.1	4599000	4600000	0.0
CP000393.1	4600000	4601000	0.0
CP000393.1	4601000	4602000	10407.15
CP000393.1	4602000	4603000	0.218
CP000393.1	4603000	4604000	562.088
CP000393.1	4604000	4605000	15.004
CP000393.1	4605000	4606000	0.462
CP000393.1	4606000	4607000	1.655
CP000393.1	4607000	4608000	8.907
CP000393.1	4608000	4609000	6.671
CP000393.1	4609000	4610000	161.85
CP000393.1	4610000	4611000	7.644
CP000393.1	4611000	4612000	2.613
CP000393.1	4612000	4613000	61.945
CP000393.1	4613000	4614000	16.138
CP000393.1	4614000	4615000	14.767
