Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_2683	CP000393.1	4151936	4152757	+	822	174	243	227	146	288	156	145
Tery_2684	CP000393.1	4153087	4154067	+	981	802	1270	1117	630	1050	1267	735
Tery_2685	CP000393.1	4154413	4154598	+	186	196	324	370	145	285	191	175
Tery_2686	CP000393.1	4154773	4155258	+	486	3200	11326	7169	1452	3967	5434	3748
Tery_2687	CP000393.1	4155526	4156023	+	498	328	518	509	221	386	429	362
Tery_2688	CP000393.1	4156349	4158544	-	2196	290	346	315	305	384	349	215
Tery_2689	CP000393.1	4159429	4161774	-	2346	59	73	73	43	104	62	65
Tery_2690	CP000393.1	4161767	4162180	-	414	45	116	92	27	39	96	55
Tery_2691	CP000393.1	4162778	4164304	-	1527	83	117	144	61	121	86	83
Tery_2692	CP000393.1	4164431	4165150	-	720	135	196	164	83	124	161	85
Tery_2693	CP000393.1	4165263	4166156	-	894	190	274	271	114	202	282	171
Tery_2694	CP000393.1	4166810	4167943	-	1134	120	187	211	48	88	182	112
Tery_2695	CP000393.1	4169525	4170607	+	1083	311	782	557	304	432	1086	367
Tery_2696	CP000393.1	4170843	4171718	-	876	722	1040	964	353	741	793	535
Tery_2697	CP000393.1	4172628	4172993	-	366	434	892	776	460	929	635	559
Tery_2698	CP000393.1	4173786	4173998	-	213	192	459	320	161	372	432	171
Tery_2699	CP000393.1	4174532	4176070	-	1539	223	351	339	115	258	207	172
Tery_2700	CP000393.1	4176775	4178328	-	1554	717	1545	1373	445	1276	799	815
Tery_2701	CP000393.1	4178362	4179213	+	852	423	792	614	387	748	489	449
Tery_2702	CP000393.1	4180082	4181143	-	1062	106	210	177	85	219	190	117
Tery_2703	CP000393.1	4181555	4182106	-	552	451	947	772	310	557	795	428
Tery_2704	CP000393.1	4182225	4183586	+	1362	272	422	371	356	513	627	310
Tery_2705	CP000393.1	4184503	4186056	+	1554	2616	5344	4974	2848	5072	6733	3535
Tery_2706	CP000393.1	4186226	4186903	+	678	71	99	100	66	137	112	84
Tery_2707	CP000393.1	4187462	4191922	-	4461	1512	2354	1786	1465	2022	3052	1268
Tery_2708	CP000393.1	4192357	4195296	-	2940	458	687	609	365	792	612	419
Tery_2710	CP000393.1	4196545	4197528	-	984	2623	4726	5032	3232	6624	6481	3388
Tery_R0024	CP000393.1	4198353	4198442	+	90	13817	2744	13556	13586	14437	8196	74847
Tery_2711	CP000393.1	4199215	4200150	-	936	249	403	343	261	403	343	239
Tery_2712	CP000393.1	4201888	4202796	+	909	80	95	98	45	127	108	39
Tery_2713	CP000393.1	4203102	4204340	+	1239	524	697	768	549	902	630	671
Tery_R0025	CP000393.1	4204343	4204415	-	73	2242	1769	5487	2141	5373	2447	5963
Tery_2714	CP000393.1	4204510	4205010	+	501	28	42	37	14	35	24	28
Tery_2715	CP000393.1	4205399	4205656	+	258	282	613	455	267	549	632	283
Tery_2716	CP000393.1	4205707	4206015	+	309	379	700	494	333	770	582	307
Tery_2717	CP000393.1	4209106	4210269	-	1164	43	99	79	29	65	84	44
Tery_2720	CP000393.1	4213178	4214185	-	1008	82	111	94	54	83	100	63
Tery_2721	CP000393.1	4214709	4216178	+	1470	156	317	236	120	278	275	171
Tery_2723	CP000393.1	4218705	4220324	-	1620	197	266	266	225	345	326	167
Tery_2724	CP000393.1	4220709	4221551	+	843	190	250	186	153	187	267	122
Tery_2725	CP000393.1	4222509	4223261	+	753	60	82	59	28	80	73	30
Tery_2726	CP000393.1	4224522	4225331	+	810	43	59	54	36	66	50	45
Tery_2728	CP000393.1	4226413	4227732	+	1320	1094	2710	2150	872	2008	2202	1264
Tery_2729	CP000393.1	4228935	4232294	-	3360	189	286	217	200	298	220	131
Tery_2730	CP000393.1	4233590	4234627	-	1038	2	5	1	0	2	0	2
Tery_2731	CP000393.1	4235756	4236223	-	468	144	210	165	94	176	175	126
Tery_2732	CP000393.1	4236269	4236781	+	513	1048	2044	1844	687	1889	1051	1235
Tery_2733	CP000393.1	4236854	4237354	-	501	1414	4402	2694	1299	3193	3472	1725
Tery_2734	CP000393.1	4237849	4238832	-	984	286	644	576	305	603	818	404
Tery_2735	CP000393.1	4239074	4239337	+	264	173	300	311	146	335	213	202
Tery_2736	CP000393.1	4239511	4239789	+	279	328	757	533	303	646	457	385
Tery_2737	CP000393.1	4239993	4241480	+	1488	776	1889	1627	634	1394	1103	997
Tery_2738	CP000393.1	4241744	4242589	+	846	118	194	119	85	164	169	76
Tery_2739	CP000393.1	4243094	4243852	+	759	105	193	183	93	182	129	96
Tery_2740	CP000393.1	4245029	4245688	-	660	340	554	507	310	622	516	458
Tery_2741	CP000393.1	4245973	4247271	+	1299	1933	4008	3516	1758	2997	4630	2062
Tery_2742	CP000393.1	4248054	4249226	+	1173	352	683	528	376	664	545	341
Tery_2743	CP000393.1	4249660	4250151	-	492	1223	2532	2506	978	2195	1650	1772
Tery_2744	CP000393.1	4250199	4250621	-	423	761	1703	1574	656	1470	1081	938
Tery_2745	CP000393.1	4250639	4251142	-	504	968	1991	1824	818	1849	1188	1168
Tery_2747	CP000393.1	4252779	4253852	-	1074	1883	3556	2796	1880	3427	2610	1877
Tery_2748	CP000393.1	4256448	4256819	-	372	283	520	324	226	466	341	218
Tery_2749	CP000393.1	4257314	4258822	+	1509	407	681	485	462	706	853	405
Tery_2750	CP000393.1	4259401	4260618	+	1218	437	685	515	335	449	846	355
Tery_2751	CP000393.1	4261308	4262180	+	873	163	266	227	150	246	257	152
Tery_2752	CP000393.1	4262970	4263311	+	342	219	317	265	179	357	231	163
Tery_2753	CP000393.1	4263638	4263880	+	243	84	157	80	83	132	68	62
Tery_2754	CP000393.1	4264767	4265138	-	372	44	137	89	30	98	65	60
Tery_2755	CP000393.1	4266020	4266961	+	942	463	844	616	330	434	885	429
Tery_2756	CP000393.1	4267522	4268625	+	1104	196	347	268	123	223	310	169
Tery_2757	CP000393.1	4268906	4269508	+	603	47	64	45	29	60	54	34
Tery_2758	CP000393.1	4270484	4270948	+	465	34	50	37	40	67	68	32
Tery_2759	CP000393.1	4271969	4273429	-	1461	62	95	85	68	76	132	51
Tery_2760	CP000393.1	4273670	4274851	-	1182	57	91	63	31	62	75	45
Tery_2761	CP000393.1	4275187	4275582	-	396	31	83	48	24	42	59	39
Tery_2762	CP000393.1	4275778	4277280	-	1503	28	42	53	26	48	29	32
Tery_2763	CP000393.1	4277465	4282600	-	5136	228	249	250	220	370	216	162
Tery_2764	CP000393.1	4283570	4284199	+	630	13	32	37	10	26	26	20
Tery_2765	CP000393.1	4284496	4287747	-	3252	54	113	100	47	103	76	52
Tery_2766	CP000393.1	4287744	4288979	-	1236	94	140	132	93	126	113	99
Tery_2767	CP000393.1	4288976	4289911	-	936	124	148	114	113	132	152	78
Tery_2768	CP000393.1	4289908	4291026	-	1119	60	95	85	45	88	64	56
Tery_2769	CP000393.1	4291521	4294466	-	2946	36	61	56	39	54	52	33
Tery_2770	CP000393.1	4294717	4296081	-	1365	16	30	12	20	27	21	13
Tery_2771	CP000393.1	4296676	4298742	-	2067	129	228	158	57	98	179	105
Tery_2772	CP000393.1	4299819	4301165	-	1347	192	350	203	163	171	343	128
Tery_2773	CP000393.1	4301468	4303120	+	1653	173	316	327	137	178	317	192
Tery_2774	CP000393.1	4303655	4305139	+	1485	132	293	241	89	169	261	148
Tery_2776	CP000393.1	4306258	4306575	+	318	3	7	3	1	5	5	3
Tery_2777	CP000393.1	4307061	4311179	-	4119	406	631	590	763	1075	969	418
Tery_2779	CP000393.1	4313520	4314593	+	1074	74	130	113	67	139	156	56
Tery_2780	CP000393.1	4314812	4315546	-	735	166	358	297	117	249	239	165
Tery_2781	CP000393.1	4315773	4316561	-	789	383	742	652	263	642	526	421
Tery_2782	CP000393.1	4316788	4317432	-	645	387	850	583	328	703	597	356
Tery_2783	CP000393.1	4317526	4318032	-	507	532	1032	817	392	970	785	484
Tery_2784	CP000393.1	4318432	4319469	+	1038	38	76	60	31	75	44	30
Tery_2785	CP000393.1	4319925	4320788	-	864	304	761	623	218	390	653	356
Tery_2786	CP000393.1	4321194	4321547	+	354	235	563	532	231	351	577	227
Tery_2787	CP000393.1	4322987	4323466	+	480	114	231	208	75	135	140	143
Tery_2788	CP000393.1	4324937	4325995	+	1059	2370	4053	3027	1643	3900	1910	2525
Tery_2793	CP000393.1	4330341	4331627	-	1287	178	354	259	170	286	346	222
Tery_2795	CP000393.1	4334286	4334693	+	408	1	8	6	5	12	12	3
Tery_2796	CP000393.1	4335620	4335760	-	141	2199	3975	6104	2469	7100	3471	4235
Tery_2797	CP000393.1	4336625	4337872	-	1248	130	228	207	125	260	158	133
Tery_2798	CP000393.1	4339110	4340075	-	966	294	485	439	273	461	457	269
Tery_2799	CP000393.1	4340289	4341875	-	1587	344	594	562	285	523	720	342
Tery_2800	CP000393.1	4342197	4343225	-	1029	620	1514	1217	565	1126	1433	734
Tery_2801	CP000393.1	4344185	4345183	+	999	349	422	340	407	476	535	329
Tery_2802	CP000393.1	4345708	4346562	-	855	158	232	176	128	215	174	100
Tery_2803	CP000393.1	4347060	4347971	-	912	266	698	449	241	432	421	309
Tery_2804	CP000393.1	4348305	4349366	-	1062	146	271	258	140	294	231	153
Tery_2805	CP000393.1	4349528	4350673	-	1146	396	768	608	328	628	556	398
Tery_2806	CP000393.1	4351535	4352224	-	690	117	129	118	73	121	127	76
Tery_2807	CP000393.1	4352351	4354093	-	1743	316	598	530	322	618	488	316
Tery_2808	CP000393.1	4356606	4358057	+	1452	24	35	25	22	26	51	20
Tery_2809	CP000393.1	4358134	4361091	+	2958	30	35	29	22	49	45	18
Tery_2810	CP000393.1	4361784	4363232	+	1449	74	95	93	70	84	134	71
Tery_2811	CP000393.1	4363322	4365670	+	2349	45	44	53	41	66	69	46
Tery_2812	CP000393.1	4365954	4366712	+	759	27	97	106	35	95	66	64
Tery_2813	CP000393.1	4366860	4366979	+	120	14	15	14	4	15	17	7
Tery_2814	CP000393.1	4367779	4374783	+	7005	820	1281	1196	743	959	1174	745
Tery_2815	CP000393.1	4375465	4376610	-	1146	54	88	91	24	61	76	44
Tery_2816	CP000393.1	4377026	4378090	-	1065	165	324	309	117	204	364	181
Tery_2817	CP000393.1	4378464	4379327	-	864	116	194	162	91	158	166	96
Tery_2818	CP000393.1	4380083	4380964	-	882	83	134	126	91	138	135	79
Tery_2819	CP000393.1	4382111	4382491	+	381	8	13	8	1	11	3	4
Tery_2820	CP000393.1	4384041	4384712	-	672	345	611	535	402	696	610	319
Tery_2821	CP000393.1	4385468	4386232	-	765	96	190	150	78	135	170	85
Tery_2822	CP000393.1	4387208	4388773	-	1566	242	406	511	326	485	558	337
Tery_2823	CP000393.1	4388852	4389517	-	666	25	48	54	32	46	59	43
Tery_2826	CP000393.1	4391624	4391959	-	336	13	22	13	1	9	12	7
Tery_2827	CP000393.1	4392554	4393909	+	1356	12	27	33	17	25	31	23
Tery_2828	CP000393.1	4394349	4396478	+	2130	52	68	74	67	80	78	50
Tery_2829	CP000393.1	4396697	4398478	+	1782	48	79	95	32	63	147	47
Tery_2830	CP000393.1	4398690	4398956	-	267	0	2	0	1	3	1	0
Tery_2831	CP000393.1	4399306	4401162	+	1857	127	161	117	88	129	179	77
Tery_2832	CP000393.1	4402324	4402839	+	516	474	1452	1098	300	619	902	702
Tery_2833	CP000393.1	4404604	4405752	+	1149	181	358	320	153	378	291	172
Tery_2834	CP000393.1	4405803	4406363	-	561	138	278	196	142	281	251	181
Tery_2835	CP000393.1	4406496	4406747	-	252	101	287	237	128	282	171	136
Tery_2836	CP000393.1	4406936	4408687	+	1752	956	1694	1509	799	1526	954	877
Tery_2837	CP000393.1	4409176	4409979	+	804	497	965	920	358	680	756	564
Tery_2838	CP000393.1	4410979	4411827	-	849	89	121	122	66	101	115	76
Tery_2839	CP000393.1	4412470	4413099	+	630	453	1090	766	384	698	598	413
Tery_2840	CP000393.1	4413483	4414592	-	1110	173	280	177	121	189	329	186
Tery_2841	CP000393.1	4415949	4417862	-	1914	605	933	754	432	614	896	504
Tery_2842	CP000393.1	4420293	4420631	-	339	1060	3216	2017	788	2035	1979	1207
Tery_2843	CP000393.1	4420915	4422678	+	1764	1014	1787	1674	799	1195	1626	1068
Tery_2844	CP000393.1	4423741	4424187	-	447	114	182	112	100	152	147	95
Tery_2845	CP000393.1	4425850	4427274	-	1425	67	91	85	34	59	124	42
Tery_2846	CP000393.1	4427650	4427907	+	258	28	58	32	28	43	31	32
Tery_2847	CP000393.1	4428760	4429377	+	618	29	55	40	22	56	42	28
Tery_2848	CP000393.1	4429769	4430116	+	348	13	14	17	6	13	9	7
Tery_2849	CP000393.1	4430305	4432779	-	2475	54	58	62	34	58	57	48
Tery_2850	CP000393.1	4432949	4433884	-	936	30	54	59	15	41	62	34
Tery_2851	CP000393.1	4433940	4434800	-	861	28	58	69	29	58	57	41
Tery_2852	CP000393.1	4434855	4435520	-	666	21	34	26	17	35	36	20
Tery_2853	CP000393.1	4435624	4445142	-	9519	171	153	166	169	205	190	102
Tery_2854	CP000393.1	4445965	4446375	-	411	6	4	2	4	5	2	0
Tery_2855	CP000393.1	4446452	4446811	-	360	0	1	1	0	1	0	0
Tery_2856	CP000393.1	4447185	4448186	+	1002	53	81	91	50	71	77	60
Tery_2857	CP000393.1	4448673	4454090	-	5418	121	159	132	88	178	127	94
Tery_2858	CP000393.1	4455348	4455596	-	249	46	110	49	42	78	97	52
Tery_2859	CP000393.1	4455685	4458183	-	2499	309	447	365	293	459	442	245
Tery_2861	CP000393.1	4460035	4462080	-	2046	53	77	73	39	58	58	33
Tery_2862	CP000393.1	4462676	4464022	-	1347	46	72	48	29	63	95	33
Tery_2863	CP000393.1	4464598	4466469	-	1872	96	177	169	95	118	144	86
Tery_2864	CP000393.1	4468062	4468880	+	819	324	492	491	207	345	357	272
Tery_2865	CP000393.1	4468895	4469809	-	915	191	286	290	173	302	309	211
Tery_2866	CP000393.1	4469793	4470905	-	1113	417	562	499	470	655	609	490
Tery_2867	CP000393.1	4471357	4471443	-	87	804	1357	1360	528	1421	1148	934
Tery_2868	CP000393.1	4471576	4471779	+	204	2942	6402	5226	2090	5089	4965	4568
Tery_2869	CP000393.1	4471893	4472156	+	264	497	1210	822	530	943	1272	628
Tery_2870	CP000393.1	4472264	4472923	+	660	1093	2230	1837	1218	2597	1975	1313
Tery_2871	CP000393.1	4473756	4474022	+	267	485	1039	809	538	1167	748	584
Tery_2872	CP000393.1	4474215	4475930	+	1716	1092	1542	1395	807	1376	1108	894
Tery_2873	CP000393.1	4477044	4477370	-	327	1	1	1	2	0	4	3
Tery_2874	CP000393.1	4477417	4477854	-	438	17	22	21	7	19	10	16
Tery_2875	CP000393.1	4478487	4479398	-	912	201	401	351	238	478	259	275
Tery_2876	CP000393.1	4479399	4479650	-	252	138	229	231	123	289	203	165
Tery_2877	CP000393.1	4479979	4483209	+	3231	228	353	338	181	250	413	222
Tery_2878	CP000393.1	4484081	4485901	-	1821	215	355	314	219	360	343	227
Tery_2879	CP000393.1	4486042	4486311	-	270	20	25	39	18	27	28	21
Tery_2881	CP000393.1	4488288	4489316	+	1029	105	205	183	60	115	161	122
Tery_2882	CP000393.1	4489709	4490083	+	375	78	154	113	48	82	132	72
Tery_2883	CP000393.1	4490874	4491221	-	348	467	942	1222	290	797	675	814
Tery_2885	CP000393.1	4494784	4495314	+	531	179	268	245	109	252	160	158
Tery_2886	CP000393.1	4495869	4496225	+	357	182	257	224	122	217	221	140
Tery_2887	CP000393.1	4496681	4496827	+	147	46	80	74	45	68	45	31
Tery_2889	CP000393.1	4498810	4500057	+	1248	133	231	216	69	161	213	98
Tery_2890	CP000393.1	4500290	4500676	+	387	737	1413	1372	645	1257	1240	914
Tery_2891	CP000393.1	4500832	4501056	-	225	1635	3613	2826	1436	2931	2801	2249
Tery_2893	CP000393.1	4502357	4502479	-	123	222	406	331	156	389	283	209
Tery_2895	CP000393.1	4502936	4503349	-	414	1098	2093	1716	906	1857	1402	1051
Tery_2896	CP000393.1	4503596	4503877	+	282	396	852	673	274	584	650	442
Tery_2897	CP000393.1	4504076	4504615	-	540	305	509	428	264	400	476	277
Tery_2898	CP000393.1	4506529	4507350	+	822	312	530	601	211	433	503	312
Tery_2899	CP000393.1	4507368	4507715	-	348	1575	1433	1210	835	738	1872	753
Tery_2900	CP000393.1	4508879	4509457	-	579	7606	9591	6519	2871	5827	6903	4637
Tery_2901	CP000393.1	4510029	4510775	-	747	237	296	287	114	182	254	151
Tery_2902	CP000393.1	4511390	4512130	+	741	234	434	400	83	205	211	142
Tery_2903	CP000393.1	4512422	4513705	-	1284	240	375	256	153	236	339	140
Tery_2904	CP000393.1	4514600	4516228	-	1629	676	1325	1139	509	1136	1179	725
Tery_2905	CP000393.1	4516986	4517459	-	474	148	298	194	121	242	235	140
Tery_2906	CP000393.1	4517947	4518867	+	921	71	82	89	49	103	83	47
Tery_2907	CP000393.1	4519092	4519349	+	258	11	28	18	7	23	25	16
Tery_2908	CP000393.1	4519407	4520444	+	1038	45	80	62	38	76	40	35
Tery_2909	CP000393.1	4520570	4521883	+	1314	92	172	127	73	195	133	85
Tery_2910	CP000393.1	4522120	4523082	+	963	104	186	140	113	164	206	96
Tery_2911	CP000393.1	4523134	4523571	+	438	58	127	78	41	89	89	46
Tery_2912	CP000393.1	4524097	4525353	+	1257	41	52	64	23	47	66	29
Tery_2913	CP000393.1	4526570	4526743	+	174	3	6	3	2	4	2	2
Tery_2914	CP000393.1	4527310	4528077	-	768	129	280	158	100	213	285	102
Tery_2915	CP000393.1	4529052	4531796	+	2745	388	589	505	383	653	527	334
Tery_2916	CP000393.1	4532131	4532328	+	198	83	59	73	91	90	68	53
Tery_2918	CP000393.1	4533422	4533955	+	534	611	1153	1164	511	961	962	787
Tery_2919	CP000393.1	4534599	4535207	+	609	47	66	47	20	34	51	35
Tery_2921	CP000393.1	4535777	4537462	-	1686	328	580	454	242	421	504	313
Tery_2922	CP000393.1	4537568	4538155	-	588	384	729	598	237	539	413	435
Tery_2923	CP000393.1	4539789	4540826	+	1038	2	1	2	0	0	3	0
Tery_2924	CP000393.1	4540901	4541977	-	1077	143	224	251	133	249	144	175
Tery_2925	CP000393.1	4543239	4544114	-	876	568	957	706	648	1206	621	469
Tery_2926	CP000393.1	4545212	4546975	+	1764	256	449	610	194	334	451	548
Tery_2928	CP000393.1	4548636	4549673	+	1038	351	545	487	238	414	555	313
Tery_2930	CP000393.1	4551680	4551967	-	288	41	68	31	28	63	34	32
Tery_2931	CP000393.1	4553375	4554217	-	843	310	634	765	270	525	497	506
Tery_2932	CP000393.1	4554629	4555132	-	504	35	79	41	42	61	69	42
Tery_2933	CP000393.1	4555499	4556641	-	1143	183	297	225	164	238	243	143
Tery_2934	CP000393.1	4557925	4558137	+	213	50	78	49	39	62	42	43
Tery_2935	CP000393.1	4558180	4558416	+	237	12	18	22	20	22	15	15
Tery_2936	CP000393.1	4558552	4558815	+	264	8	19	17	5	22	12	14
Tery_2937	CP000393.1	4559674	4563921	-	4248	2119	2951	2805	1904	2331	4966	1848
Tery_2938	CP000393.1	4564109	4566127	-	2019	813	1405	1587	462	977	1783	917
Tery_2939	CP000393.1	4566590	4569898	-	3309	1916	2834	2839	1228	1700	3578	1706
Tery_2940	CP000393.1	4571090	4571911	-	822	2454	4507	4141	1756	4163	2503	2364
Tery_2941	CP000393.1	4572252	4572590	-	339	1943	4324	3405	1386	3119	3361	1992
Tery_2942	CP000393.1	4573381	4574745	+	1365	1138	2183	1954	931	2077	1368	1356
Tery_2943	CP000393.1	4575288	4575863	+	576	870	1542	1901	725	1591	1551	1620
Tery_2944	CP000393.1	4576166	4577068	-	903	188	318	312	216	405	360	203
Tery_2945	CP000393.1	4577714	4578703	-	990	218	377	266	189	328	285	131
Tery_2946	CP000393.1	4578905	4581265	-	2361	364	538	405	416	426	670	257
Tery_2947	CP000393.1	4581356	4582321	+	966	27	37	49	25	50	38	24
Tery_2949	CP000393.1	4583853	4584539	+	687	7	19	18	3	15	8	5
Tery_2950	CP000393.1	4584744	4585874	+	1131	115	192	129	99	177	138	94
Tery_2952	CP000393.1	4587126	4587812	+	687	1	15	9	9	19	6	10
Tery_2953	CP000393.1	4588813	4590948	+	2136	123	159	140	100	138	119	77
Tery_2955	CP000393.1	4591987	4592442	-	456	25	23	25	35	33	35	8
Tery_2956	CP000393.1	4592699	4593613	-	915	531	813	640	505	798	840	422
Tery_2957	CP000393.1	4593896	4594963	-	1068	498	926	702	417	772	781	405
Tery_2958	CP000393.1	4595361	4595495	-	135	47	104	84	41	81	59	35
Tery_2959	CP000393.1	4596040	4596972	-	933	218	384	389	164	355	245	223
Tery_2960	CP000393.1	4597745	4598206	+	462	2200	3007	2564	1362	1865	2775	1433
Tery_R0026	CP000393.1	4598528	4601408	-	2881	291	528	927	404	1152	520	1073
Tery_R0027	CP000393.1	4601587	4601659	-	73	0	0	0	0	0	0	0
Tery_R0028	CP000393.1	4601671	4601747	-	77	0	0	0	0	0	0	2
Tery_R0029	CP000393.1	4601878	4603359	-	1482	1	12	14	7	10	9	45
Tery_2963	CP000393.1	4606542	4607075	-	534	14	31	28	23	34	17	18
Tery_2965	CP000393.1	4609991	4610869	+	879	72	150	115	54	131	145	105
Tery_2966	CP000393.1	4612247	4613284	-	1038	341	721	476	254	507	797	328
Tery_2967	CP000393.1	4614194	4614649	-	456	51	152	116	54	102	86	79
Tery_2968	CP000393.1	4614966	4618961	-	3996	183	318	328	191	358	282	212
Tery_2969	CP000393.1	4619069	4620061	-	993	54	87	67	52	67	94	63
Tery_2970	CP000393.1	4620565	4621650	-	1086	44	88	60	54	49	103	38
Tery_2971	CP000393.1	4621711	4622796	-	1086	23	47	37	18	45	79	36
Tery_2972	CP000393.1	4622978	4624078	-	1101	6	18	11	5	19	26	10
Tery_2973	CP000393.1	4624227	4625204	-	978	8	41	34	21	42	41	27
Tery_2974	CP000393.1	4625247	4626683	-	1437	42	53	63	60	78	68	59
Tery_2975	CP000393.1	4627682	4629046	-	1365	28	47	45	52	72	40	33
Tery_2976	CP000393.1	4629834	4630664	-	831	48	144	99	119	179	231	108
Tery_2977	CP000393.1	4631340	4632689	-	1350	337	768	546	1060	884	2000	507
Tery_2980	CP000393.1	4636298	4637155	+	858	510	879	869	457	835	600	486
Tery_2982	CP000393.1	4637845	4638954	-	1110	1563	2514	2217	949	1841	1971	1193
Tery_2983	CP000393.1	4640199	4640471	-	273	718	1658	1381	537	1059	1616	928
Tery_2984	CP000393.1	4640787	4641197	-	411	1838	4815	4122	901	2268	3035	2042
Tery_2985	CP000393.1	4641197	4641652	-	456	754	1936	1730	423	704	2151	1053
Tery_2986	CP000393.1	4642259	4643077	-	819	8519	18869	16024	4804	11926	9073	8368
Tery_2987	CP000393.1	4643190	4643540	-	351	1437	3502	3204	974	1968	3512	2027
Tery_2988	CP000393.1	4643691	4644656	-	966	2936	6465	5588	1853	4355	5549	3677
Tery_2989	CP000393.1	4644681	4645076	-	396	958	2213	1906	606	1315	2306	1257
Tery_2990	CP000393.1	4645837	4646220	-	384	1451	3403	2793	837	1836	3147	1707
Tery_2991	CP000393.1	4646309	4646422	-	114	440	1033	1036	213	552	938	568
Tery_2992	CP000393.1	4646533	4646757	-	225	631	1460	1394	371	1199	1023	877
Tery_2993	CP000393.1	4646985	4647560	-	576	1171	2941	2266	807	2294	2364	1522
Tery_2994	CP000393.1	4647560	4648900	-	1341	4902	9238	8263	3768	7219	8399	5514
Tery_2995	CP000393.1	4649017	4649502	-	486	1604	3444	3115	1060	2542	3217	1840
Tery_2996	CP000393.1	4649758	4650291	-	534	896	1910	1743	715	1526	2734	1188
Tery_2997	CP000393.1	4650442	4650804	-	363	646	1343	1469	403	976	1489	831
Tery_2998	CP000393.1	4650808	4651347	-	540	1010	2519	2641	717	1828	2530	1446
Tery_2999	CP000393.1	4651572	4651973	-	402	423	960	842	266	692	1133	492
Tery_3000	CP000393.1	4652002	4652547	-	546	1198	2996	3376	837	2007	3375	1780
Tery_3001	CP000393.1	4652647	4653015	-	369	570	1787	1478	372	941	1627	872
Tery_3002	CP000393.1	4653015	4653383	-	369	748	1681	1586	503	1174	1825	902
Tery_3003	CP000393.1	4653504	4653755	-	252	1276	2394	2058	674	1309	3563	1267
Tery_3004	CP000393.1	4653896	4654144	-	249	482	1074	1101	258	577	1184	607
Tery_3005	CP000393.1	4654148	4654561	-	414	796	2131	2158	563	1338	2360	1192
Tery_3006	CP000393.1	4654735	4655463	-	729	1170	3038	3180	730	1856	2994	1599
Tery_3007	CP000393.1	4655520	4655879	-	360	1079	2468	3714	592	1328	2575	1631
Tery_3008	CP000393.1	4656018	4656293	-	276	1819	4255	4159	969	3041	2513	2030
Tery_3009	CP000393.1	4656467	4657330	-	864	2316	5241	5874	1443	3398	4372	3115
Tery_3010	CP000393.1	4657397	4657702	-	306	501	1375	1584	278	765	1251	846
Tery_3011	CP000393.1	4657692	4658330	-	639	940	2148	2353	580	1343	2294	1226
Tery_3012	CP000393.1	4658353	4659036	-	684	1698	4371	4352	1019	2581	4244	2199
Tery_3013	CP000393.1	4660869	4661345	+	477	1029	1702	1446	760	1363	1692	947
Tery_3014	CP000393.1	4661640	4662857	+	1218	1462	3085	2614	1126	2578	1705	1543
Tery_3015	CP000393.1	4663054	4664826	+	1773	468	601	514	417	619	665	305
Tery_3016	CP000393.1	4665302	4667113	-	1812	666	1014	895	596	1083	994	618
Tery_3017	CP000393.1	4667958	4668866	+	909	218	332	233	183	267	340	163
Tery_3018	CP000393.1	4669023	4669628	-	606	102	203	170	78	158	143	87
Tery_3019	CP000393.1	4670397	4671083	-	687	1	0	0	0	2	2	0
Tery_3022	CP000393.1	4672724	4673209	+	486	139	183	114	32	60	89	55
Tery_3023	CP000393.1	4673511	4674395	+	885	119	201	139	35	106	86	70
Tery_3024	CP000393.1	4674732	4675418	-	687	3	0	6	1	2	1	0
Tery_3026	CP000393.1	4676243	4676575	+	333	5	9	8	4	1	6	3
Tery_3028	CP000393.1	4677604	4677885	+	282	7	8	4	0	3	3	5
Tery_3029	CP000393.1	4678501	4678791	-	291	65	90	76	44	69	28	93
Tery_3030	CP000393.1	4679318	4679872	+	555	201	409	326	208	388	342	189
Tery_3031	CP000393.1	4679856	4681199	+	1344	785	1106	864	730	1211	788	673
Tery_3032	CP000393.1	4682776	4683933	+	1158	693	1366	996	2118	3673	3165	1703
Tery_3033	CP000393.1	4684202	4685209	+	1008	844	1204	1044	2280	3580	3830	1461
Tery_3034	CP000393.1	4685403	4685561	+	159	115	255	276	475	1249	398	505
Tery_3035	CP000393.1	4685893	4686351	-	459	117	227	189	87	172	192	123
Tery_3036	CP000393.1	4686645	4687367	-	723	301	527	411	248	390	619	300
Tery_3037	CP000393.1	4687980	4688210	-	231	72	135	131	38	111	101	90
Tery_3038	CP000393.1	4688863	4689375	-	513	156	301	256	136	337	180	179
Tery_3039	CP000393.1	4691229	4692008	+	780	449	713	616	442	619	834	404
Tery_3040	CP000393.1	4692416	4693294	+	879	291	502	552	235	468	461	328
Tery_3042	CP000393.1	4694429	4696336	+	1908	686	1653	1504	663	1089	1600	960
Tery_3044	CP000393.1	4698377	4698835	+	459	69	67	60	66	109	34	41
Tery_3045	CP000393.1	4699161	4699859	+	699	42	46	49	48	59	37	35
Tery_3046	CP000393.1	4699866	4700720	+	855	52	52	54	49	111	38	27
Tery_3047	CP000393.1	4702432	4703958	+	1527	38	32	23	26	41	35	29
Tery_3048	CP000393.1	4704795	4706996	+	2202	159	243	267	143	289	171	172
Tery_3050	CP000393.1	4708723	4709409	-	687	736	1059	715	741	975	889	546
